wd;ws
195;1,8
195;0
195;0
195;0
195;0
195;0
195;0
195;0,9
195;1,5
195;0
195;0
195;0
195;0
195;1,5
195;3,3
195;0,6
195;0,7
195;0,3
195;0
195;0
195;0
195;0
195;0
195;0
195;0,1
195;0
195;0,8
195;2,5
195;0
195;0
195;0
196;1
196;0,2
196;0,7
196;1,9
196;0,6
196;0,9
196;2,3
196;0,7
196;0,4
196;2,1
196;0,3
196;0
196;0
196;1,7
196;0
196;0
196;0,1
196;2,2
196;3,5
196;2
196;1,3
196;1,7
196;2,2
196;2,1
196;0,1
196;2,5
196;2,5
196;0
196;0
196;0
196;1,4
196;1,5
196;2,2
196;0,2
196;0
196;0
196;0
196;2
196;0
196;0
196;3,4
196;0
196;0
196;0
196;0
196;0
196;0,4
196;0
196;0
196;0,8
196;1,6
196;2,6
196;0
196;0,5
196;0
196;0
196;0,4
196;2,1
196;0
196;0
196;0,8
196;0
196;0
196;0
196;0
196;0
196;0,8
197;0,3
197;1,9
197;2,4
197;1,6
197;2,9
197;0
197;1,1
197;0
197;1,6
197;0
197;1,6
197;1,5
197;1,9
197;0,2
197;0
197;1,8
197;2,7
197;0
197;0,6
197;0
197;2,2
197;2
197;0
197;1,6
197;2
197;2,5
197;2,2
197;0,4
197;0
197;0
197;0
197;0
197;0
197;1
197;1,5
197;1,6
197;0
197;0
197;1,1
197;1,7
197;0,8
197;0
197;0
197;0
197;2,9
197;3,7
197;0
197;0
197;0
197;0
197;0
197;0
197;0
197;2,7
197;0
197;0
197;0
197;0
197;0
197;0
197;0
197;0
197;0
197;0
197;0
197;0,3
197;0
197;0,1
197;0
197;0
198;2,7
198;0,7
198;1,8
198;0
198;2,4
198;1,1
198;2,5
198;2
198;0
198;0
198;0
198;0
198;1,8
198;0,7
198;1,6
198;0
198;0,9
198;3
198;0,4
198;0,2
198;1,2
198;0
198;0,2
198;1,5
198;0
198;0
198;0
198;0
198;3,2
198;1,2
198;0,2
198;0
198;0
198;0
198;2
198;0
198;0
198;0
198;0
198;0
198;2,4
198;2
198;2,3
198;2,8
198;2,2
198;0
198;0,4
198;1,6
198;0
198;0
198;2,3
198;2,3
198;2,3
198;1,8
198;2,5
198;0
198;0
198;0
198;0
198;0
198;0
198;0
198;0
198;0
198;0
198;0
198;0
198;0
199;1,3
199;1,5
199;0,2
199;0
199;2,4
199;0,6
199;0
199;4
199;0,8
199;0
199;0,4
199;0
199;0
199;1,4
199;3,1
199;2
199;1,5
199;0
199;0
199;0
199;1,3
199;0,8
199;1,5
199;0
199;0
199;0
199;0
199;0
199;0
199;2,7
199;0,5
199;0
199;1,5
199;0,2
199;1,9
199;2,1
199;0
199;0
199;3
199;2,3
199;0
199;2,4
199;0
199;0
199;1,6
199;0,5
199;0
199;0,2
199;0
199;0
199;0
199;0
199;0
199;0
199;0
199;0
199;0
199;0
199;0
199;0
199;0
199;0
199;0
200;0
200;0,3
200;2,5
200;2,6
200;3
200;2,1
200;0,8
200;1,9
200;0,9
200;3
200;3
200;0
200;2,8
200;0
200;0
200;0,4
200;1,5
200;0,6
200;1,1
200;0,1
200;1,4
200;1,9
200;0,1
200;2,1
200;0
200;0
200;0,9
200;0
200;0
200;0,9
200;0
200;0
200;0
200;2,5
200;0
200;0
200;0
200;0
200;0
200;0
200;0
200;0
200;2,3
200;0
200;0
200;2,7
200;0
200;0,2
200;2,2
200;2,3
200;0,9
200;2,2
200;0
200;0,3
200;0
200;0
200;1,9
200;0,1
200;4
200;1,2
200;2,5
200;1,8
200;1,5
200;4,3
200;1,6
200;0
200;0
200;0
200;0
200;0
200;0
200;0,2
200;0
200;0
200;0
200;0
200;2
200;0
200;0
200;0
200;0
201;2,7
201;1
201;0,9
201;2,5
201;2,3
201;0
201;0
201;2,7
201;0
201;0
201;0,3
201;2
201;2
201;1,8
201;0
201;1,5
201;1,5
201;0
201;0
201;0,6
201;0
201;0
201;0,8
201;0,9
201;0
201;0
201;1,1
201;0
201;0,2
201;0
201;0
201;0
201;0,4
201;3,2
201;0,6
201;0
201;1,4
201;2,3
201;0
201;1,7
201;2,4
201;1,5
201;0,3
201;2,2
201;0,5
201;0
201;0
201;0
201;0,2
201;0
201;0
201;0
201;0
201;0,6
201;0
201;0
201;0
201;0
201;0,5
201;0,4
201;0
201;0
201;0
202;0
202;2,1
202;1,7
202;2,8
202;0,7
202;0,9
202;0
202;2,9
202;0,5
202;1,3
202;1,7
202;0
202;1,3
202;1,4
202;0
202;2,3
202;0
202;0
202;0
202;0
202;0,5
202;0,4
202;2,5
202;3,3
202;1,9
202;0
202;0
202;0
202;0
202;2,4
202;0
202;0,2
202;2
202;0
202;0
202;0
202;2,5
202;0,9
202;0
202;2,1
202;0
202;0
202;1,8
202;0
202;3,7
202;2,6
202;0
202;0
202;3,4
202;2,4
202;0
202;1,3
202;0
202;0
202;0
202;0
202;1,7
202;0,1
202;0
202;1,2
202;2,2
202;0
202;1,9
202;0
202;0,1
202;0,5
202;0
202;0
202;0,2
202;0
202;0
202;0
203;0,1
203;1
203;2,2
203;1,3
203;1,2
203;0
203;1,9
203;1,7
203;1,8
203;0,3
203;0
203;0,4
203;1,6
203;0,8
203;1,5
203;1,2
203;1,6
203;2,2
203;3,3
203;2,6
203;3,7
203;0
203;0
203;0
203;0
203;0
203;2,9
203;2,3
203;0
203;0
203;0
203;0
203;0
203;0
203;0
203;0
203;0,9
203;2,6
203;2
203;0
203;0
203;0
203;3
203;0,1
203;0
203;0
203;0
203;0
203;1,5
203;0,7
203;1,3
203;0
203;0
203;0
203;0
203;0
203;0,5
203;0,3
203;0
203;0
203;0
203;0
203;0
203;0
203;0
203;0
203;0
203;0
203;0
203;2,5
203;0
203;0
203;2,7
203;0,4
204;2,5
204;2,2
204;2,2
204;1,6
204;1,4
204;0,6
204;1,1
204;2,1
204;3,8
204;0
204;2,8
204;1,1
204;0
204;0,4
204;0
204;2,4
204;0
204;0
204;0
204;0
204;2,1
204;0,1
204;0
204;0,1
204;0
204;0,6
204;2,8
204;1,4
204;1,2
204;2,2
204;1,4
204;1,2
204;0,2
204;0,7
204;0
204;0
204;0
204;0
204;0
204;0
204;0
204;1,2
204;0
204;1,7
204;2,5
204;2,3
204;1,6
204;0
204;0
204;0
204;2,5
204;1,2
204;3,5
204;0
204;0,9
204;0
204;0
204;0
204;0,5
204;1,2
204;0
204;0
204;0
204;0
204;0,1
204;0
204;2,6
204;0
204;0,5
204;0
204;0
204;0
204;0
204;0
204;0
204;0
205;0,8
205;2,6
205;1
205;1,7
205;0,3
205;0
205;1,1
205;1,2
205;0
205;1,2
205;1,3
205;0
205;0
205;0
205;3,3
205;2,5
205;0
205;0
205;0
205;0,8
205;0
205;2,3
205;0
205;0
205;0,1
205;2,2
205;0,1
205;0
205;0
205;0
205;0,2
205;0
205;0
205;3
205;3,8
205;0,6
205;2,6
205;0
205;0
205;0
205;0,1
205;0
205;0
205;0
205;0
205;0
205;0
205;0
205;0
205;2,2
205;0
205;0
205;0
205;0
205;2,8
205;2,3
205;1,2
205;1,3
205;1,1
205;0
205;0
205;2,6
205;2,1
205;1,7
205;1,8
205;0
205;1,7
205;2,1
205;0
205;1,5
205;1,9
205;0
205;0
205;0
205;0
205;0
205;0
205;0
205;0,8
205;0
205;1,3
205;0
205;0
205;0
205;0
205;0
205;0
205;0
206;2,7
206;1,4
206;1,7
206;1,5
206;1,1
206;1,8
206;1,2
206;1,2
206;4,4
206;2,9
206;0,2
206;0
206;0
206;0
206;2,1
206;1,4
206;3,1
206;1,1
206;0
206;0,7
206;0
206;0
206;0,6
206;0
206;3
206;0
206;0
206;0,3
206;0
206;0
206;0
206;0,3
206;1,7
206;3,1
206;0
206;2,1
206;2,7
206;0
206;0
206;1,7
206;0
206;0
206;0,3
206;0
206;0
206;1,7
206;0
206;0
206;0
206;0
206;0
206;1,9
206;1,7
206;0
206;0
206;2,2
206;3
206;0
206;1,6
206;1,8
206;0
206;1,3
206;0
206;2,2
206;2,7
206;0
206;3,1
206;0
206;0
206;0
206;0
206;0
206;0
206;0
206;0
206;0
206;0
206;0
206;0
206;0
206;0
206;0,7
206;0
207;0
207;0,4
207;3
207;0,2
207;0
207;1
207;1,3
207;0
207;1,6
207;0
207;0
207;0,1
207;2,5
207;1,7
207;0,8
207;2,2
207;0,6
207;0
207;2,8
207;1,3
207;0
207;0
207;0
207;0
207;3,3
207;2,3
207;0
207;0
207;0,8
207;2,4
207;1,2
207;1,9
207;1,2
207;0
207;1,1
207;0
207;0
207;0,7
207;0
207;0
207;0
207;0
207;0,1
207;0
207;0
207;0
207;0,2
207;3,2
207;0
207;0
207;2,1
207;2,1
207;1,8
207;1,9
207;0
207;1,8
207;1,3
207;0
207;5,5
207;0
207;0
207;2,8
207;0
207;0
207;2,6
207;0
207;0
207;0
207;0
207;2,6
207;0
207;0
207;0
207;0
207;0
207;0
207;0
207;0,1
207;0
207;0,9
207;0,2
207;0
207;0
207;0
207;0
207;0
207;0
207;0
207;1,1
207;0
207;0
208;1,7
208;1,6
208;0,9
208;2,7
208;1,8
208;2
208;1,4
208;0,2
208;1,6
208;1,8
208;1,3
208;0
208;1,4
208;1
208;1,4
208;0
208;1,9
208;1,9
208;3,8
208;0
208;0
208;0
208;2,6
208;1,6
208;0
208;1,7
208;2,4
208;0,4
208;0
208;0,6
208;0,4
208;1,7
208;0
208;0
208;0
208;1,9
208;2,2
208;0,9
208;0
208;0
208;1,5
208;0
208;3
208;0,4
208;1,6
208;4,7
208;3,3
208;2,4
208;2,8
208;0
208;3,3
208;0
208;2,2
208;0
208;0
208;0
208;0
208;0
208;0
208;0
208;0
208;2,6
208;0
208;0
208;1,9
208;0
208;0
208;0
208;0
208;0
208;0
208;0
208;0
208;0
208;0
208;0
208;0
208;0,1
208;0,4
208;0
208;0,3
208;0
209;0,2
209;1,7
209;1
209;0,4
209;1
209;1,4
209;2,9
209;0
209;1,3
209;0
209;1,2
209;0
209;1,1
209;0
209;0
209;0
209;2,1
209;1
209;1,5
209;1,3
209;0
209;1
209;3,3
209;2,2
209;0
209;0
209;1,3
209;2,5
209;0
209;0
209;1,4
209;1,8
209;1,8
209;2,2
209;2,2
209;2,2
209;0,5
209;0
209;0,4
209;2,6
209;0
209;0
209;0
209;2,2
209;2,4
209;2,2
209;2,1
209;0
209;3,3
209;0
209;0
209;0
209;1,6
209;0
209;0
209;0
209;0
209;1,9
209;1,6
209;1,7
209;3
209;0
209;0
209;1,6
209;1,4
209;0
209;0
209;0
209;0
209;0
209;2,9
209;2,5
209;0
209;2,6
209;2,6
209;2,2
209;0,8
209;0
209;1,9
209;2,2
209;0
209;0
209;0
209;0
209;0
209;3,7
209;0
209;0
209;0
209;0
209;0
209;0
209;0,8
209;0
209;0,2
209;0
209;0,4
210;0,7
210;2,7
210;0,3
210;1
210;1,3
210;0
210;0,7
210;1,5
210;2,3
210;2,4
210;0,1
210;0
210;0
210;0,9
210;1,1
210;1
210;0
210;0,8
210;0
210;1,8
210;4,3
210;0
210;0,9
210;2
210;0
210;2,7
210;0
210;2,2
210;2
210;0
210;0
210;0
210;0,6
210;1,6
210;1,4
210;1,9
210;0
210;0,7
210;0
210;0
210;0
210;0
210;1,7
210;0,3
210;0
210;0
210;0
210;2,7
210;1,8
210;2,3
210;0
210;0
210;2,4
210;2,7
210;0,9
210;0
210;2,6
210;0,4
210;2,1
210;0,7
210;1,8
210;2
210;0,8
210;0
210;0
210;0
210;0
210;2,3
210;2,6
210;0
210;1,2
210;0,1
210;0,7
210;0
210;0
210;0
210;0
210;0
210;0
210;0,7
210;0
210;0
210;0
210;0
210;0
210;0
210;1,1
210;0
210;0
210;0
210;0,2
210;2
210;0
211;1,4
211;1,6
211;0
211;1,8
211;2,3
211;2,9
211;1,5
211;2,2
211;0
211;0
211;2,6
211;2,7
211;0
211;0,6
211;0
211;0,3
211;1,8
211;0,2
211;1,5
211;0
211;2,4
211;3,3
211;1,3
211;1,1
211;0
211;2,2
211;0
211;0,1
211;0,1
211;2,7
211;0
211;3,6
211;1,6
211;0,8
211;1,9
211;2,7
211;2,1
211;0
211;1,7
211;0
211;0
211;0
211;0,6
211;2,9
211;2,8
211;0
211;0
211;0
211;4
211;0
211;0
211;2,8
211;0
211;0,8
211;0
211;0
211;0
211;0
211;0
211;1,4
211;2,6
211;0
211;1,9
211;3
211;3,7
211;0,2
211;0
211;1,8
211;3,2
211;2
211;1,7
211;1
211;2,8
211;2,4
211;0
211;3,3
211;1,2
211;2
211;0
211;0
211;0
211;0
211;0
211;0
211;0
211;0
211;0
211;0
211;0
211;0
211;0
211;0
211;0
211;0
211;0
211;0
211;0,2
211;0
212;2,8
212;1,6
212;3,7
212;1,8
212;0
212;1,2
212;1,8
212;0,1
212;1,7
212;3
212;0,9
212;0
212;2,2
212;0
212;1,3
212;0
212;0,3
212;1,4
212;1,1
212;0
212;0
212;0
212;0
212;0
212;1,8
212;1
212;1,1
212;4,8
212;0
212;0
212;1,8
212;0
212;0
212;1,7
212;2,7
212;0
212;1,9
212;0,3
212;4,2
212;0
212;0,2
212;0
212;1,6
212;0
212;0,1
212;1,3
212;2,7
212;2,6
212;1,8
212;0
212;3,6
212;0
212;0
212;0
212;0
212;0
212;0
212;0
212;0
212;0
212;2,9
212;2,8
212;0,2
212;0,9
212;0
212;0
212;0,1
212;0
212;1,9
212;1,6
212;2,3
212;2,3
212;0
212;0
212;1,6
212;1,6
212;0,4
212;0
212;0
212;0
212;0
212;2,5
212;0
212;0
212;0
212;0
212;0
212;0
212;0
212;0
212;1,6
212;0,4
212;0
212;0
212;0,8
212;0,1
213;1,1
213;0,9
213;1,7
213;0,8
213;2
213;1,6
213;0,7
213;2,1
213;0,5
213;1,1
213;0
213;0
213;1,9
213;0,2
213;0
213;0,4
213;1,5
213;2,2
213;1,6
213;1,7
213;0,1
213;5,1
213;0
213;0
213;2
213;0
213;1,9
213;1,8
213;0,9
213;0,7
213;0,1
213;2,4
213;0
213;0
213;1,2
213;0
213;2,5
213;0
213;2
213;2,5
213;1,1
213;2,1
213;2,6
213;0
213;0
213;0
213;0
213;1,2
213;1,1
213;0
213;0
213;0
213;0
213;0
213;0,4
213;0,3
213;4,2
213;1,9
213;3,3
213;1,4
213;0
213;2,7
213;1,6
213;2,4
213;0
213;0
213;0
213;0
213;0
213;0
213;0
213;0
213;0,3
213;2
213;1,9
213;2,5
213;1,9
213;1,7
213;0
213;0
213;0
213;0
213;0
213;0
213;1,3
213;0
213;0
213;0
213;0
213;0
213;0
213;0
213;0
213;0
213;0
213;0
213;0
213;0
214;1,8
214;0,9
214;1,4
214;0
214;0
214;0,1
214;0
214;0
214;2,1
214;0
214;1,4
214;1,1
214;0
214;1,2
214;0
214;3,5
214;0
214;2,8
214;0
214;0
214;0
214;0
214;3
214;1,7
214;0
214;0,6
214;0,3
214;0
214;0
214;1,2
214;1,8
214;1,4
214;2,8
214;0
214;0,7
214;1,2
214;2,3
214;2
214;2
214;0
214;0,1
214;0
214;0
214;0
214;0
214;0
214;0
214;1,3
214;3
214;0
214;0
214;0
214;0
214;0
214;0
214;0,1
214;0
214;0
214;2,4
214;2,9
214;0
214;0
214;0,1
214;2,6
214;1,7
214;2,4
214;0
214;2,4
214;0
214;1,6
214;0,5
214;2,9
214;2,4
214;1
214;3,1
214;0
214;1,2
214;0,5
214;0
214;2,1
214;1,5
214;2,4
214;0
214;0
214;0
214;2,1
214;0
214;0
214;0,9
214;0
214;0
214;0
214;0
214;0
214;0
214;0
214;0
214;0
214;0
214;0
214;0
214;0
214;0
214;0
214;0
215;0,5
215;1,6
215;0,9
215;0,8
215;0,2
215;2,3
215;1
215;0
215;3,6
215;0
215;2,9
215;0
215;2,7
215;3,2
215;0
215;2,3
215;2,5
215;0
215;2
215;1,2
215;0
215;0
215;0
215;1,4
215;1,4
215;0
215;0
215;0
215;0,1
215;0,3
215;0
215;0
215;3,3
215;2,9
215;0
215;0
215;0
215;0
215;3,7
215;2,1
215;1,1
215;0
215;0
215;0,7
215;0
215;0
215;0
215;0,6
215;0,4
215;0
215;0
215;0
215;0
215;0,7
215;0
215;0,4
215;0
215;1,3
215;0
215;0
215;1,5
215;1,6
215;2,3
215;2,2
215;0,3
215;0
215;1,9
215;2,6
215;2,8
215;2,5
215;2,2
215;3,4
215;1,2
215;1,4
215;0
215;3
215;0,7
215;4,1
215;0,3
215;0,6
215;2,4
215;2,7
215;0
215;0
215;0
215;0
215;0
215;0
215;0,2
215;0,8
215;0
215;0
215;0
215;0,2
215;0
215;0
215;0
215;0
215;0
215;0
215;1
215;0
215;0
215;0
215;0,4
216;0,7
216;1,2
216;1,4
216;1,4
216;1,1
216;0,9
216;4,7
216;1,6
216;0,3
216;2,8
216;0
216;0
216;0
216;0
216;1,4
216;1,4
216;0
216;0
216;1,6
216;1,5
216;0
216;0
216;0
216;0
216;0
216;0
216;1,7
216;0
216;0
216;1,2
216;0,9
216;0
216;0
216;0
216;0
216;0
216;0
216;3,2
216;3,4
216;0
216;0
216;0
216;0
216;1,8
216;1,8
216;2,1
216;2,6
216;0,6
216;1,4
216;0,1
216;1,4
216;1,9
216;0
216;0
216;0,4
216;0
216;0
216;0
216;4,1
216;1,6
216;0,4
216;0
216;1,6
216;0
216;0
216;0
216;0
216;0,8
216;0
216;0
216;0
216;0
216;0,1
216;0
216;2,8
216;1,8
216;3,2
216;2,1
216;2,9
216;0
216;1,8
216;2,5
216;2,8
216;1,7
216;2,7
216;0
216;0
216;0,1
216;3,1
216;0
216;0
216;2,7
216;2
216;2,4
216;0,1
216;0
216;1
216;0
216;0
216;1,1
216;0
216;0
216;1,4
216;0
216;0
216;0
216;0
216;0
216;0
216;0
216;0
216;0
216;0
216;0
216;0
216;0
216;1,2
216;0
216;0
216;0
216;0
216;0,7
216;0
216;0
216;0,4
217;2,2
217;3,2
217;1,5
217;2,1
217;3,8
217;2,3
217;0,9
217;1,1
217;0,7
217;1,9
217;2,2
217;1,7
217;0
217;0
217;0
217;1,5
217;0
217;0
217;1,2
217;0
217;1,1
217;0
217;0
217;0
217;0
217;0
217;1
217;1,3
217;2,5
217;0
217;2,9
217;0
217;1,8
217;2,5
217;3,6
217;2,4
217;1,6
217;0
217;0
217;0
217;2,2
217;0
217;0
217;0
217;0
217;1,9
217;0
217;0
217;0,4
217;0
217;1,5
217;0
217;0
217;1,6
217;0
217;0
217;0
217;2,8
217;3,5
217;0
217;0
217;0
217;0
217;0
217;0
217;0
217;0
217;1,6
217;2,6
217;0,9
217;1,3
217;2
217;0
217;0
217;4,6
217;3,4
217;2,9
217;1,9
217;1,5
217;1,6
217;0,2
217;3,5
217;0
217;3,5
217;0
217;0,2
217;3
217;2,4
217;1,8
217;1,5
217;2,6
217;2,8
217;3
217;0
217;0
217;0,9
217;2,8
217;1,5
217;2,3
217;1,9
217;2,9
217;0
217;1,5
217;0
217;0
217;0
217;0,1
217;0
217;1,2
217;0
217;0
217;0,3
217;3,1
217;0
217;0
217;0
217;0
217;0
217;0
217;0
217;0,6
217;0
217;0
217;0
218;1,7
218;1,3
218;1,8
218;0,8
218;1,5
218;0,8
218;0,2
218;0,9
218;4
218;1
218;1,5
218;1,5
218;0,7
218;3,1
218;1,5
218;0
218;0
218;1,3
218;0
218;0,6
218;0
218;0
218;1,5
218;1,7
218;0
218;0
218;6,2
218;2,3
218;0
218;1,7
218;0
218;2,5
218;0
218;0,2
218;1,2
218;0
218;0
218;2
218;2,6
218;2,1
218;0
218;1
218;1,9
218;4,1
218;0,1
218;4,6
218;1
218;0,8
218;1,2
218;0,6
218;1,9
218;1,5
218;2,4
218;2,5
218;1,1
218;0
218;0
218;2,6
218;0,2
218;1,1
218;0
218;0
218;1,2
218;0
218;0
218;0
218;0
218;0
218;2
218;0
218;2,5
218;2,3
218;1,6
218;0
218;0
218;0
218;0
218;2,4
218;2,4
218;1,5
218;0
218;2,9
218;0
218;0,1
218;0,2
218;0
218;1,8
218;2,4
218;1,5
218;2,2
218;0
218;0
218;0
218;0
218;0,7
218;2,8
218;0
218;1,9
218;0
218;0
218;1,5
218;0
218;0
218;0
218;0
218;0
218;0,6
218;0,2
218;0
218;0
218;0
218;0
218;0
218;0
218;0,4
218;1
218;0
218;0
218;3,1
218;0
218;0
218;0,9
218;4,6
218;0
218;0,4
218;0
218;0,7
218;0
218;1,2
218;0,5
218;0
218;0
218;0
218;0
218;0
219;1,4
219;1,5
219;3,7
219;2,7
219;1,6
219;0
219;0
219;1,3
219;0,6
219;0,6
219;0
219;1,3
219;0
219;0
219;0,6
219;3,1
219;0,4
219;0
219;2,4
219;2,9
219;1,5
219;2
219;0
219;0,2
219;0
219;2,7
219;0
219;2,2
219;3,8
219;2,8
219;0,2
219;1,1
219;0
219;0
219;1,9
219;4
219;1,9
219;1,1
219;0
219;0,1
219;0
219;0,5
219;1,3
219;0
219;0
219;0
219;2,3
219;0,1
219;0
219;0
219;0
219;0
219;0
219;0
219;2,5
219;2,8
219;0
219;0
219;0
219;0
219;0,8
219;0
219;0
219;3,1
219;0
219;0
219;0
219;0
219;0
219;0
219;0,2
219;0
219;1,8
219;0
219;1,5
219;1,4
219;3,3
219;2,4
219;2
219;1,3
219;2,5
219;2,6
219;0
219;0
219;1,4
219;1,5
219;2,5
219;0
219;0
219;0
219;0
219;0
219;3,1
219;0
219;3
219;0,7
219;2,9
219;0,2
219;0
219;0
219;0
219;1
219;0
219;0
219;0
219;0
219;0
219;2,7
219;3,2
219;0
219;0
219;0,2
219;0
219;0
220;0,7
220;0,5
220;1,8
220;2,1
220;2,6
220;0,8
220;2,8
220;1,9
220;0
220;0
220;0
220;0
220;1,9
220;1,8
220;0,5
220;2,7
220;0,7
220;0
220;0
220;1,5
220;2
220;0
220;0
220;1,2
220;0
220;0
220;0
220;0
220;0
220;2,1
220;0
220;0
220;0
220;1,3
220;1
220;0
220;1,1
220;3,9
220;2
220;0
220;0
220;0
220;1,2
220;1,4
220;0,4
220;2,3
220;1,5
220;4,9
220;1,7
220;1,8
220;2,9
220;3,6
220;0
220;0,3
220;0,9
220;1,5
220;0,3
220;0
220;0
220;0
220;1,9
220;2,1
220;2,2
220;0
220;0
220;0
220;3,6
220;0
220;0
220;4
220;0
220;0
220;0
220;0
220;3,8
220;3,2
220;0
220;0
220;1,3
220;0
220;1,9
220;0
220;0
220;0,1
220;0
220;2
220;0
220;0,1
220;2,6
220;1,7
220;3,2
220;0
220;0
220;0
220;2,8
220;0
220;0,3
220;0,2
220;0,8
220;0
220;0,5
220;1,5
220;2,2
220;0
220;3,6
220;0
220;0
220;0
220;1,5
220;1,2
220;1,7
220;0
220;0,9
220;1,9
220;2,9
220;0
220;0
220;1,4
220;2,5
220;0
220;0
220;0,3
220;1,9
220;0
220;0
220;0,6
220;0
220;0
220;0
220;0,2
220;0
220;0
220;0
220;0
220;0
220;4,4
220;0
220;1,4
220;0
220;0,3
221;0
221;2,4
221;1,6
221;2
221;2,3
221;1
221;2,3
221;0,7
221;3,2
221;1,4
221;0
221;0,7
221;1,4
221;0
221;0,8
221;0
221;0
221;0
221;0,3
221;0
221;1,3
221;1
221;1,3
221;0
221;0
221;0
221;6,1
221;2,3
221;2,2
221;0
221;2
221;1,8
221;1,4
221;0
221;0
221;2,1
221;0,6
221;1,9
221;1,6
221;1,1
221;1,6
221;0,8
221;0,2
221;2,4
221;2,3
221;0
221;1,2
221;0,2
221;0,1
221;0
221;0,1
221;0
221;0,9
221;0
221;3,6
221;0
221;0
221;2,7
221;3,4
221;3,6
221;3,7
221;0
221;0
221;0
221;1,1
221;0
221;0
221;0
221;1,3
221;0
221;0
221;0
221;0
221;2,3
221;0,7
221;3,1
221;0,3
221;0
221;0
221;0
221;2,7
221;1,9
221;2,1
221;0
221;3
221;3,6
221;2,9
221;2,1
221;3
221;2,7
221;2,1
221;1,3
221;0,3
221;0,6
221;0,3
221;0
221;0
221;0
221;0
221;0
221;1,5
221;2,7
221;0
221;3,1
221;0
221;0,2
221;0
221;1,7
221;0
221;0
221;0
221;0
221;0,1
221;0
221;0
221;0
221;1,9
221;0
221;0
221;0
221;0
221;0
221;0
222;1,9
222;2,5
222;3,2
222;3,2
222;0
222;0,4
222;0,3
222;0,6
222;1,2
222;4,3
222;0
222;0
222;0,6
222;0,8
222;1,9
222;0,8
222;2,1
222;1
222;1
222;0
222;0,7
222;0
222;0
222;0
222;0,5
222;0
222;1,1
222;1,4
222;1,9
222;0
222;1
222;2,8
222;0
222;0
222;0
222;0
222;2,5
222;2
222;2,6
222;0
222;1,8
222;0
222;2,5
222;2,1
222;4,5
222;0
222;0
222;1,2
222;0,8
222;2,3
222;0
222;3,3
222;0
222;0,4
222;0
222;0
222;0
222;0
222;0
222;1,8
222;0
222;0
222;0
222;2,2
222;0
222;0
222;0
222;0
222;0
222;0,3
222;0
222;2,8
222;0,4
222;0
222;0
222;1,2
222;3,5
222;0
222;2,1
222;0
222;1,1
222;2,3
222;0
222;2,4
222;0,7
222;3,8
222;2,5
222;0
222;0
222;2,7
222;3,3
222;1,9
222;2,7
222;3
222;2,1
222;0
222;0
222;0
222;0
222;0
222;0
222;1,5
222;3,2
222;0
222;0
222;0
222;0
222;0
222;0
222;0
222;0
222;0
222;0
222;0,1
222;0
222;0
222;0
222;0
222;0
222;0
222;0
222;0
222;0
222;0
222;3,4
222;1,2
222;0
222;0,3
223;2,1
223;3,6
223;2,7
223;0,1
223;2
223;2,4
223;1,3
223;0,5
223;0,8
223;0
223;3,1
223;2,3
223;0,3
223;1,7
223;2,1
223;0
223;2,5
223;1
223;3,1
223;0
223;0
223;0
223;3,6
223;0
223;1,9
223;0,8
223;1,4
223;1,4
223;0
223;2,1
223;2,3
223;4,2
223;1,5
223;0
223;1,7
223;2,4
223;3,3
223;1,4
223;5,5
223;0
223;0
223;0
223;1,3
223;1,6
223;0,4
223;0
223;3,1
223;0,1
223;0
223;3,8
223;2,4
223;0,1
223;0,9
223;0
223;0,2
223;1,3
223;0
223;3
223;2,5
223;0
223;2,1
223;0
223;0
223;2,3
223;0
223;0
223;0
223;0,3
223;2,3
223;3
223;0
223;2,5
223;0
223;3,4
223;3,6
223;4,6
223;0
223;0
223;1
223;1,6
223;0
223;0
223;0,5
223;2,2
223;2,6
223;1,3
223;2,6
223;0,1
223;1,6
223;0,2
223;3,5
223;0
223;0,5
223;0
223;0
223;0
223;2,4
223;4,8
223;5
223;2,7
223;0
223;2,4
223;1,3
223;0
223;2,5
223;3,4
223;0
223;0
223;0
223;1,9
223;0
223;0,1
223;0
223;0,6
223;2,2
223;0
223;0
223;0
223;0
223;1,4
223;1,7
223;2,7
223;0
223;0
223;0
223;5,5
223;0
223;0
223;0
223;0
223;0,8
223;1,3
223;0
223;0,4
223;0
223;1
224;1,8
224;1,5
224;0,7
224;0,9
224;1,6
224;1,7
224;1,8
224;2,1
224;2,8
224;0
224;2,3
224;0,4
224;1
224;0
224;2,8
224;2,5
224;1,6
224;3,5
224;1,9
224;2
224;3,3
224;1,3
224;1,4
224;0
224;1,2
224;1,4
224;0
224;0
224;0
224;4,8
224;2,5
224;1,1
224;2,5
224;6,7
224;0
224;0
224;1,7
224;3,5
224;0
224;0
224;0
224;0
224;0
224;2,8
224;4,4
224;1,5
224;0
224;3,2
224;4,6
224;0
224;2,8
224;2
224;2,8
224;1,2
224;2
224;0
224;0
224;0
224;0,1
224;0
224;0,4
224;1,8
224;0
224;0
224;0,1
224;0
224;0
224;0
224;2,7
224;0
224;0
224;0
224;0
224;0
224;0
224;1,7
224;0
224;2,4
224;1,5
224;0
224;3,1
224;4,3
224;0
224;0
224;2,9
224;0
224;0
224;1,2
224;0
224;5,8
224;0
224;0
224;0
224;2,6
224;0,3
224;2
224;3,9
224;3,2
224;2,2
224;1,9
224;3,9
224;1,2
224;0
224;0
