wd;ws
43;0
43;0
43;0
43;0
43;2,3
43;2,8
43;0
43;0
43;0,3
43;2,2
43;2,2
43;2,6
43;1,8
43;0
43;0
43;1,1
43;0
43;1,5
43;1,1
43;1,8
43;1,3
43;0
43;0
43;0
43;0
43;1
43;0
43;0
44;1,9
44;1,2
